-0.01	0.00	30.00	7.07	-7.07	-10.00
0.00	0.00	30.00	7.07	-7.07	10.00
0.01	0.07	29.93	7.07	-7.17	10.07
0.02	0.14	29.86	7.07	-7.27	10.14
0.03	0.21	29.78	7.07	-7.37	10.21
0.04	0.28	29.71	7.07	-7.46	10.28
0.05	0.35	29.63	7.07	-7.56	10.35
0.06	0.42	29.56	7.07	-7.66	10.42
0.07	0.49	29.48	7.07	-7.76	10.50
0.08	0.57	29.40	7.07	-7.86	10.57
0.09	0.64	29.32	7.07	-7.95	10.64
0.10	0.71	29.24	7.07	-8.05	10.72
0.11	0.78	29.16	7.07	-8.15	10.79
0.12	0.85	29.08	7.07	-8.25	10.86
0.13	0.92	29.00	7.07	-8.35	10.94
0.14	0.99	28.91	7.07	-8.44	11.01
0.15	1.06	28.83	7.07	-8.54	11.09
0.16	1.13	28.74	7.07	-8.64	11.16
0.17	1.20	28.66	7.07	-8.74	11.24
0.18	1.27	28.57	7.07	-8.84	11.32
0.19	1.34	28.48	7.07	-8.93	11.39
0.20	1.41	28.39	7.07	-9.03	11.47
0.21	1.48	28.30	7.07	-9.13	11.55
0.22	1.56	28.21	7.07	-9.23	11.63
0.23	1.63	28.11	7.07	-9.33	11.70
0.24	1.70	28.02	7.07	-9.42	11.78
0.25	1.77	27.93	7.07	-9.52	11.86
0.26	1.84	27.83	7.07	-9.62	11.94
0.27	1.91	27.73	7.07	-9.72	12.02
0.28	1.98	27.64	7.07	-9.82	12.10
0.29	2.05	27.54	7.07	-9.91	12.18
0.30	2.12	27.44	7.07	-10.01	12.26
0.31	2.19	27.34	7.07	-10.11	12.34
0.32	2.26	27.24	7.07	-10.21	12.42
0.33	2.33	27.13	7.07	-10.31	12.50
0.34	2.40	27.03	7.07	-10.41	12.58
0.35	2.47	26.92	7.07	-10.50	12.66
0.36	2.55	26.82	7.07	-10.60	12.74
0.37	2.62	26.71	7.07	-10.70	12.82
0.38	2.69	26.60	7.07	-10.80	12.91
0.39	2.76	26.50	7.07	-10.90	12.99
0.40	2.83	26.39	7.07	-10.99	13.07
0.41	2.90	26.28	7.07	-11.09	13.15
0.42	2.97	26.17	7.07	-11.19	13.24
0.43	3.04	26.05	7.07	-11.29	13.32
0.44	3.11	25.94	7.07	-11.39	13.40
0.45	3.18	25.83	7.07	-11.48	13.49
0.46	3.25	25.71	7.07	-11.58	13.57
0.47	3.32	25.59	7.07	-11.68	13.65
0.48	3.39	25.48	7.07	-11.78	13.74
0.49	3.46	25.36	7.07	-11.88	13.82
0.50	3.54	25.24	7.07	-11.97	13.91
0.51	3.61	25.12	7.07	-12.07	13.99
0.52	3.68	25.00	7.07	-12.17	14.08
0.53	3.75	24.87	7.07	-12.27	14.16
0.54	3.82	24.75	7.07	-12.37	14.25
0.55	3.89	24.63	7.07	-12.46	14.33
0.56	3.96	24.50	7.07	-12.56	14.42
0.57	4.03	24.38	7.07	-12.66	14.50
0.58	4.10	24.25	7.07	-12.76	14.59
0.59	4.17	24.12	7.07	-12.86	14.67
0.60	4.24	23.99	7.07	-12.96	14.76
0.61	4.31	23.86	7.07	-13.05	14.85
0.62	4.38	23.73	7.07	-13.15	14.93
0.63	4.45	23.60	7.07	-13.25	15.02
0.64	4.53	23.47	7.07	-13.35	15.10
0.65	4.60	23.33	7.07	-13.45	15.19
0.66	4.67	23.20	7.07	-13.54	15.28
0.67	4.74	23.06	7.07	-13.64	15.37
0.68	4.81	22.92	7.07	-13.74	15.45
0.69	4.88	22.79	7.07	-13.84	15.54
0.70	4.95	22.65	7.07	-13.94	15.63
0.71	5.02	22.51	7.07	-14.03	15.71
0.72	5.09	22.37	7.07	-14.13	15.80
0.73	5.16	22.23	7.07	-14.23	15.89
0.74	5.23	22.08	7.07	-14.33	15.98
0.75	5.30	21.94	7.07	-14.43	16.07
0.76	5.37	21.79	7.07	-14.52	16.15
0.77	5.44	21.65	7.07	-14.62	16.24
0.78	5.52	21.50	7.07	-14.72	16.33
0.79	5.59	21.35	7.07	-14.82	16.42
0.80	5.66	21.21	7.07	-14.92	16.51
0.81	5.73	21.06	7.07	-15.01	16.60
0.82	5.80	20.90	7.07	-15.11	16.68
0.83	5.87	20.75	7.07	-15.21	16.77
0.84	5.94	20.60	7.07	-15.31	16.86
0.85	6.01	20.45	7.07	-15.41	16.95
0.86	6.08	20.29	7.07	-15.50	17.04
0.87	6.15	20.14	7.07	-15.60	17.13
0.88	6.22	19.98	7.07	-15.70	17.22
0.89	6.29	19.82	7.07	-15.80	17.31
0.90	6.36	19.66	7.07	-15.90	17.40
0.91	6.43	19.50	7.07	-16.00	17.49
0.92	6.51	19.34	7.07	-16.09	17.58
0.93	6.58	19.18	7.07	-16.19	17.67
0.94	6.65	19.02	7.07	-16.29	17.76
0.95	6.72	18.86	7.07	-16.39	17.85
0.96	6.79	18.69	7.07	-16.49	17.94
0.97	6.86	18.53	7.07	-16.58	18.03
0.98	6.93	18.36	7.07	-16.68	18.12
0.99	7.00	18.19	7.07	-16.78	18.21
1.00	7.07	18.03	7.07	-16.88	18.30
1.01	7.14	17.86	7.07	-16.98	18.39
1.02	7.21	17.69	7.07	-17.07	18.48
1.03	7.28	17.51	7.07	-17.17	18.57
1.04	7.35	17.34	7.07	-17.27	18.66
1.05	7.42	17.17	7.07	-17.37	18.75
1.06	7.50	17.00	7.07	-17.47	18.84
1.07	7.57	16.82	7.07	-17.56	18.93
1.08	7.64	16.64	7.07	-17.66	19.03
1.09	7.71	16.47	7.07	-17.76	19.12
1.10	7.78	16.29	7.07	-17.86	19.21
1.11	7.85	16.11	7.07	-17.96	19.30
1.12	7.92	15.93	7.07	-18.05	19.39
1.13	7.99	15.75	7.07	-18.15	19.48
1.14	8.06	15.57	7.07	-18.25	19.57
1.15	8.13	15.38	7.07	-18.35	19.66
1.16	8.20	15.20	7.07	-18.45	19.76
1.17	8.27	15.01	7.07	-18.54	19.85
1.18	8.34	14.83	7.07	-18.64	19.94
1.19	8.41	14.64	7.07	-18.74	20.03
1.20	8.49	14.45	7.07	-18.84	20.12
1.21	8.56	14.27	7.07	-18.94	20.21
1.22	8.63	14.08	7.07	-19.04	20.31
1.23	8.70	13.88	7.07	-19.13	20.40
1.24	8.77	13.69	7.07	-19.23	20.49
1.25	8.84	13.50	7.07	-19.33	20.58
1.26	8.91	13.31	7.07	-19.43	20.67
1.27	8.98	13.11	7.07	-19.53	20.77
1.28	9.05	12.92	7.07	-19.62	20.86
1.29	9.12	12.72	7.07	-19.72	20.95
1.30	9.19	12.52	7.07	-19.82	21.04
1.31	9.26	12.32	7.07	-19.92	21.14
1.32	9.33	12.12	7.07	-20.02	21.23
1.33	9.40	11.92	7.07	-20.11	21.32
1.34	9.48	11.72	7.07	-20.21	21.41
1.35	9.55	11.52	7.07	-20.31	21.51
1.36	9.62	11.31	7.07	-20.41	21.60
1.37	9.69	11.11	7.07	-20.51	21.69
1.38	9.76	10.90	7.07	-20.60	21.78
1.39	9.83	10.70	7.07	-20.70	21.88
1.40	9.90	10.49	7.07	-20.80	21.97
1.41	9.97	10.28	7.07	-20.90	22.06
1.42	10.04	10.07	7.07	-21.00	22.16
1.43	10.11	9.86	7.07	-21.09	22.25
1.44	10.18	9.65	7.07	-21.19	22.34
1.45	10.25	9.44	7.07	-21.29	22.43
1.46	10.32	9.22	7.07	-21.39	22.53
1.47	10.39	9.01	7.07	-21.49	22.62
1.48	10.47	8.79	7.07	-21.58	22.71
1.49	10.54	8.58	7.07	-21.68	22.81
1.50	10.61	8.36	7.07	-21.78	22.90
1.51	10.68	8.14	7.07	-21.88	22.99
1.52	10.75	7.92	7.07	-21.98	23.09
1.53	10.82	7.70	7.07	-22.08	23.18
1.54	10.89	7.48	7.07	-22.17	23.27
1.55	10.96	7.26	7.07	-22.27	23.37
1.56	11.03	7.04	7.07	-22.37	23.46
1.57	11.10	6.81	7.07	-22.47	23.55
1.58	11.17	6.59	7.07	-22.57	23.65
1.59	11.24	6.36	7.07	-22.66	23.74
1.60	11.31	6.13	7.07	-22.76	23.83
1.61	11.38	5.91	7.07	-22.86	23.93
1.62	11.46	5.68	7.07	-22.96	24.02
1.63	11.53	5.45	7.07	-23.06	24.12
1.64	11.60	5.22	7.07	-23.15	24.21
1.65	11.67	4.98	7.07	-23.25	24.30
1.66	11.74	4.75	7.07	-23.35	24.40
1.67	11.81	4.52	7.07	-23.45	24.49
1.68	11.88	4.28	7.07	-23.55	24.59
1.69	11.95	4.05	7.07	-23.64	24.68
1.70	12.02	3.81	7.07	-23.74	24.77
1.71	12.09	3.57	7.07	-23.84	24.87
1.72	12.16	3.33	7.07	-23.94	24.96
1.73	12.23	3.09	7.07	-24.04	25.06
1.74	12.30	2.85	7.07	-24.13	25.15
1.75	12.37	2.61	7.07	-24.23	25.24
1.76	12.45	2.37	7.07	-24.33	25.34
1.77	12.52	2.12	7.07	-24.43	25.43
1.78	12.59	1.88	7.07	-24.53	25.53
1.79	12.66	1.63	7.07	-24.62	25.62
1.80	12.73	1.39	7.07	-24.72	25.71
1.81	12.80	1.14	7.07	-24.82	25.81
1.82	12.87	0.89	7.07	-24.92	25.90
1.83	12.94	0.64	7.07	-25.02	26.00
1.84	13.01	0.39	7.07	-25.12	26.09
1.85	13.08	0.14	7.07	-25.21	26.19
1.86	13.15	-0.12	7.07	-25.31	26.28
